year,mileage,brand,model,price
2006.0,194495.0,Toyota,Corolla,10347.0
2007.0,10390.0,Toyota,Corolla,22153.0
2011.0,111997.0,Ford,Mustang,18892.0
2015.0,143671.0,Audi,A4,18183.0
2002.0,119364.0,Audi,A3,13359.0
2006.0,187364.0,Audi,Q5,13025.0
2012.0,125083.0,Audi,A4,18574.0
2017.0,34342.0,Audi,Q5,23425.0
2010.0,100701.0,Audi,A4,20086.0
2012.0,91651.0,Ford,Focus,18688.0
2004.0,72406.0,Ford,Fusion,15296.0
2005.0,79111.0,Honda,Accord,15619.0
2015.0,33960.0,,Mustang,25912.0
2009.0,120990.0,Ford,Fusion,15529.0
2022.0,107701.0,Audi,A3,24124.0
2012.0,112967.0,BMW,5 Series,20426.0
2006.0,199377.0,,,11592.0
2010.0,23791.0,Audi,A4,22416.0
2020.0,59580.0,Audi,A4,25174.0
2004.0,131714.0,Toyota,Camry,13921.0
2017.0,57191.0,Honda,,23344.0
2009.0,143839.0,Ford,Mustang,17356.0
2012.0,82165.0,Audi,A4,21299.0
2020.0,109578.0,Toyota,Corolla,23474.0
2018.0,14514.0,Ford,Focus,26963.0
2009.0,171881.0,Honda,Accord,12643.0
2018.0,182697.0,Ford,Fusion,18394.0
2010.0,181973.0,Ford,Fusion,15940.0
2003.0,156915.0,Honda,Accord,10564.0
2009.0,5918.0,,Civic,24518.0
2020.0,136217.0,Ford,Focus,20587.0
2016.0,59724.0,Ford,Fusion,23441.0
2011.0,85727.0,Audi,A4,19330.0
2018.0,42580.0,Honda,Fit,26303.0
2016.0,16384.0,BMW,5 Series,24935.0
2008.0,95106.0,BMW,3 Series,16221.0
2004.0,119423.0,BMW,X3,14501.0
2001.0,188239.0,Audi,A4,8934.0
2000.0,170948.0,Honda,Civic,11728.0
2011.0,59876.0,Ford,,20172.0
2016.0,16514.0,Audi,Q5,26102.0
2016.0,199020.0,Toyota,Camry,17524.0
2016.0,119291.0,Audi,A3,20918.0
2005.0,106679.0,BMW,3 Series,16402.0
2012.0,94987.0,Ford,Mustang,21516.0
2016.0,155762.0,Audi,A4,19929.0
2002.0,154101.0,,X3,11745.0
2013.0,187921.0,Ford,Fusion,14237.0
2000.0,181556.0,Honda,Accord,11245.0
2005.0,157260.0,Honda,Fit,12186.0
2015.0,64825.0,BMW,X3,23654.0
2000.0,94467.0,Ford,Mustang,12979.0
2004.0,23825.0,Honda,Fit,20124.0
2016.0,181058.0,Ford,Mustang,16085.0
2015.0,162723.0,Honda,Fit,19428.0
2001.0,121008.0,Ford,Fusion,11520.0
2016.0,93254.0,Audi,A4,20332.0
2005.0,35580.0,BMW,5 Series,19700.0
2008.0,190307.0,Honda,Civic,12748.0
2012.0,8930.0,Audi,A4,26050.0
2011.0,52575.0,Honda,Accord,21108.0
2002.0,62596.0,Toyota,Prius,17112.0
2021.0,133038.0,BMW,3 Series,23687.0
2022.0,161824.0,Honda,Civic,20656.0
2012.0,125526.0,Honda,Civic,16237.0
2001.0,105360.0,BMW,5 Series,14808.0
2019.0,181018.0,Ford,,20816.0
2011.0,164689.0,Honda,Civic,14572.0
2005.0,67390.0,Audi,A4,17916.0
2014.0,165364.0,BMW,X3,18530.0
2012.0,145937.0,Audi,A4,15251.0
2002.0,186581.0,BMW,X3,9002.0
2009.0,108577.0,Audi,,17730.0
2019.0,196167.0,Toyota,,19051.0
2003.0,86785.0,Honda,Accord,16464.0
2004.0,100657.0,Toyota,Camry,17027.0
2009.0,14879.0,Audi,A4,23139.0
2008.0,128319.0,Toyota,Camry,16656.0
2008.0,122761.0,Ford,Fusion,16241.0
2009.0,103116.0,Honda,Civic,17775.0
2009.0,35347.0,Ford,Mustang,21027.0
2018.0,71325.0,Toyota,Prius,22904.0
2003.0,61761.0,Toyota,Camry,15717.0
2010.0,72954.0,Ford,Fusion,17889.0
2008.0,198932.0,Audi,Q5,13680.0
2012.0,121587.0,Toyota,Corolla,18281.0
2000.0,62002.0,BMW,5 Series,13403.0
2009.0,19899.0,Honda,Fit,21488.0
2017.0,96541.0,Toyota,Corolla,21031.0
2003.0,25790.0,Ford,Fusion,19442.0
2004.0,13564.0,Honda,Accord,18061.0
2012.0,121508.0,Ford,,18189.0
2019.0,41063.0,BMW,5 Series,25721.0
2016.0,24794.0,BMW,X3,24863.0
2008.0,182343.0,Audi,A3,12900.0
2011.0,52154.0,BMW,X3,21859.0
2020.0,170260.0,Honda,Fit,18295.0
2019.0,49231.0,Toyota,Prius,23800.0
2009.0,45732.0,Toyota,Camry,22083.0
2019.0,177072.0,,Camry,19709.0
2016.0,93511.0,Toyota,Prius,23219.0
2018.0,163472.0,Toyota,Prius,21315.0
2003.0,39507.0,BMW,3 Series,16477.0
2005.0,160272.0,BMW,,11971.0
2004.0,39686.0,Ford,Mustang,19439.0
2007.0,119210.0,Ford,Fusion,15600.0
2009.0,61870.0,Audi,Q5,18394.0
2002.0,14358.0,Audi,A3,17961.0
2008.0,84879.0,Audi,Q5,19374.0
2002.0,107250.0,Honda,Accord,13867.0
2013.0,154627.0,Honda,Accord,16940.0
2019.0,111335.0,BMW,X3,23629.0
2008.0,128530.0,BMW,3 Series,14379.0
2015.0,196763.0,Audi,,14532.0
2020.0,110783.0,BMW,X3,23699.0
2000.0,18921.0,Toyota,Camry,17134.0
2010.0,97786.0,Toyota,Camry,16985.0
2019.0,72021.0,Toyota,Prius,22917.0
2017.0,160225.0,BMW,X3,18790.0
2022.0,197782.0,Audi,Q5,20922.0
2010.0,95766.0,BMW,X3,20579.0
2019.0,56258.0,Honda,Fit,27109.0
2004.0,103375.0,Audi,A4,13524.0
2010.0,142106.0,BMW,X3,14926.0
2006.0,13448.0,BMW,3 Series,20123.0
2009.0,181716.0,Audi,Q5,15054.0
2007.0,55192.0,BMW,X3,18804.0
2011.0,49880.0,Honda,Civic,22244.0
2004.0,145947.0,Honda,Civic,11549.0
2011.0,63198.0,Toyota,Prius,21286.0
2002.0,154844.0,Toyota,Camry,10131.0
2020.0,170010.0,BMW,3 Series,18417.0
2013.0,133400.0,Honda,Accord,19828.0
2003.0,76835.0,Audi,Q5,16484.0
2011.0,165057.0,Toyota,Camry,15491.0
2010.0,169380.0,BMW,5 Series,13746.0
2004.0,192712.0,Honda,Fit,11652.0
2012.0,39155.0,Toyota,Corolla,23203.0
2007.0,119235.0,Ford,Fusion,15261.0
2020.0,124723.0,Ford,Focus,21516.0
2003.0,52892.0,Audi,Q5,17674.0
2012.0,52791.0,Ford,Mustang,20630.0
2015.0,84527.0,BMW,3 Series,23208.0
2001.0,53510.0,Audi,A3,15801.0
2014.0,20322.0,,X3,24280.0
2002.0,51586.0,Ford,Mustang,17477.0
2021.0,190350.0,Audi,A4,17703.0
2018.0,93931.0,Honda,Civic,21060.0
2006.0,78369.0,Audi,A4,16248.0
2007.0,231.0,Audi,A3,20826.0
2013.0,172095.0,Toyota,Prius,18086.0
2000.0,78521.0,BMW,3 Series,16423.0
2010.0,15321.0,Honda,Civic,24459.0
2000.0,141928.0,BMW,5 Series,11949.0
2011.0,101099.0,Toyota,Camry,18165.0
2014.0,98745.0,Honda,,21319.0
2002.0,148045.0,Toyota,Corolla,10260.0
2009.0,6392.0,Toyota,Corolla,22596.0
2018.0,140092.0,Audi,A3,21015.0
2019.0,171088.0,Toyota,Prius,20448.0
2020.0,188993.0,Ford,,20544.0
2005.0,95305.0,BMW,5 Series,16087.0
2009.0,43163.0,Audi,A4,19855.0
2002.0,1206.0,Toyota,Prius,17476.0
2002.0,78359.0,Audi,A3,15929.0
2000.0,98513.0,Honda,Fit,12939.0
2000.0,173457.0,Ford,Fusion,10708.0
2021.0,1259.0,Audi,Q5,28284.0
2002.0,156342.0,Honda,Fit,10321.0
2013.0,106776.0,BMW,5 Series,17910.0
2021.0,99242.0,Ford,Mustang,25282.0
2014.0,24630.0,BMW,3 Series,22309.0
2017.0,158579.0,Audi,Q5,18989.0
2015.0,100739.0,Ford,Mustang,20185.0
2015.0,40984.0,Audi,Q5,22245.0
2010.0,79344.0,Audi,Q5,20161.0
2009.0,152230.0,BMW,5 Series,15279.0
2011.0,110027.0,BMW,5 Series,19994.0
2021.0,115681.0,BMW,3 Series,23893.0
2006.0,61039.0,BMW,3 Series,19273.0
2009.0,38056.0,BMW,,20047.0
2004.0,91384.0,Ford,Focus,17192.0
2021.0,33982.0,Audi,A3,28609.0
2007.0,136169.0,Audi,A4,17067.0
2001.0,90492.0,Honda,Accord,15057.0
2001.0,138045.0,Ford,Fusion,11751.0
2000.0,29590.0,Ford,Fusion,15714.0
2013.0,173527.0,BMW,X3,15363.0
2020.0,121407.0,Toyota,Prius,21083.0
2021.0,183681.0,Ford,Fusion,20857.0
2011.0,109635.0,Ford,Focus,19717.0
2020.0,14155.0,Ford,Focus,26625.0
2006.0,129230.0,Honda,Civic,15181.0
2005.0,61746.0,BMW,3 Series,17557.0
2020.0,157286.0,Ford,Mustang,22108.0
2022.0,47659.0,Ford,Focus,25315.0
2021.0,46053.0,Ford,Fusion,28400.0
2014.0,188135.0,BMW,3 Series,15528.0
2015.0,116588.0,Ford,Focus,21750.0
2013.0,172820.0,Audi,Q5,15820.0
2009.0,1382.0,Ford,Focus,21215.0
2001.0,107190.0,Ford,Fusion,14348.0
2021.0,112333.0,Audi,Q5,22290.0
2010.0,179448.0,Honda,Accord,12542.0
2012.0,11427.0,Toyota,Corolla,23708.0
2004.0,64054.0,BMW,3 Series,17690.0
2017.0,62742.0,Honda,,25582.0
2000.0,58263.0,Honda,Fit,14885.0
2006.0,29275.0,,X3,19263.0
2018.0,59592.0,BMW,5 Series,22876.0
2015.0,23572.0,Audi,A3,25165.0
2022.0,153622.0,BMW,5 Series,22021.0
2012.0,45.0,Ford,Mustang,23833.0
2005.0,167165.0,Toyota,Corolla,14412.0
2007.0,25942.0,Audi,A3,19849.0
2008.0,141271.0,Honda,Civic,17018.0
2010.0,146791.0,BMW,5 Series,16600.0
2002.0,16568.0,,X3,18193.0
2013.0,125718.0,Toyota,Camry,18266.0
2003.0,89693.0,Toyota,Corolla,15937.0
2013.0,97018.0,Audi,A4,19937.0
2018.0,4935.0,Honda,Fit,28858.0
2005.0,121705.0,Honda,Civic,14979.0
2015.0,32540.0,Toyota,Prius,22713.0
2014.0,73515.0,Ford,Focus,21644.0
2017.0,70733.0,BMW,,22989.0
2008.0,142906.0,Honda,Accord,14292.0
2014.0,131772.0,Ford,Fusion,18856.0
2011.0,175578.0,Ford,Focus,13438.0
2009.0,145492.0,BMW,3 Series,16211.0
2000.0,80598.0,Toyota,Prius,14820.0
2005.0,98391.0,BMW,5 Series,15299.0
2022.0,41858.0,BMW,X3,29273.0
2018.0,173966.0,Audi,Q5,18194.0
2021.0,116238.0,BMW,5 Series,23295.0
2007.0,195145.0,Toyota,Corolla,10906.0
2011.0,21828.0,BMW,,23971.0
2017.0,196488.0,Ford,Mustang,15395.0
2014.0,189558.0,Audi,Q5,16337.0
2003.0,167937.0,BMW,5 Series,10477.0
2007.0,116725.0,BMW,5 Series,18127.0
2009.0,21613.0,Ford,Focus,21973.0
2019.0,159044.0,BMW,5 Series,18252.0
2000.0,151347.0,BMW,5 Series,9601.0
2010.0,790.0,BMW,X3,24637.0
2005.0,183252.0,Audi,A4,12577.0
2002.0,159041.0,,X3,12005.0
2005.0,192787.0,Audi,Q5,10172.0
2013.0,119539.0,Toyota,Corolla,18241.0
2019.0,81201.0,Ford,Focus,23469.0
2017.0,95174.0,Toyota,Prius,21823.0
2010.0,103545.0,Honda,Accord,18846.0
2022.0,102376.0,Ford,Fusion,24117.0
2012.0,86573.0,BMW,3 Series,21273.0
2015.0,140897.0,Toyota,Camry,18409.0
2007.0,140743.0,Honda,Accord,16459.0
2022.0,70221.0,Ford,Focus,27137.0
2018.0,47312.0,Audi,A3,24912.0
2004.0,36370.0,BMW,3 Series,20122.0
2012.0,101070.0,Ford,,19329.0
2016.0,89511.0,BMW,X3,23836.0
2003.0,166636.0,Toyota,Camry,12863.0
2019.0,10641.0,Ford,Fusion,27373.0
2003.0,94946.0,Ford,Mustang,16314.0
2010.0,150441.0,Ford,Fusion,16555.0
2011.0,115598.0,Audi,A4,19082.0
2012.0,174492.0,Ford,Focus,15811.0
2017.0,194458.0,BMW,3 Series,17072.0
2010.0,139135.0,Toyota,Corolla,17254.0
2006.0,33742.0,Honda,,20894.0
2017.0,48524.0,Toyota,Prius,26522.0
2007.0,52490.0,Audi,A3,20756.0
2006.0,149678.0,Toyota,Corolla,12377.0
2016.0,58811.0,BMW,3 Series,24103.0
2009.0,21160.0,BMW,3 Series,20779.0
2016.0,193335.0,,5 Series,15874.0
2020.0,140097.0,Honda,Accord,21632.0
2019.0,110159.0,Ford,Fusion,21297.0
2012.0,176799.0,Honda,Fit,16822.0
2013.0,40940.0,Honda,Civic,24077.0
2009.0,124738.0,,Focus,15200.0
2002.0,20032.0,Honda,Accord,19731.0
2008.0,155519.0,Toyota,Camry,15720.0
